title,production_company,country,language,running_time,budget,box_office,release_date,imdb,directed_by,produced_by,based_on,distributed_by,release_location
Confessions of a Teenage Drama Queen,Walt Disney Pictures,United States,English,89.0,15.0,33.1,2004-02-20,4.7,Sara Sugarman,Robert Shapiro,Confessions of a teenage drama queen,Buena Vista Pictures,United States
Home on the Range,Walt Disney Pictures,United States,English,76.0,110.0,145.5,2004-04-02,5.3,Will Finn,Alice Dewey Goldstone,No based,Buena Vista Pictures,Unknown
Home on the Range,Walt Disney Feature Animation,United States,English,76.0,110.0,145.5,2004-04-02,5.3,Will Finn,Alice Dewey Goldstone,No based,Buena Vista Pictures,Unknown
Sacred Planet,Walt Disney Pictures,Canada,English,40.0,0.0,1.108356,2004-04-22,6.0,Jon Long,Jon Long,No based,Buena Vista Pictures,Unknown
Sacred Planet,Walt Disney Pictures,Malaysia,English,40.0,0.0,1.108356,2004-04-22,6.0,Jon Long,Jon Long,No based,Buena Vista Pictures,Unknown
Sacred Planet,Walt Disney Pictures,United States,English,40.0,0.0,1.108356,2004-04-22,6.0,Jon Long,Jon Long,No based,Buena Vista Pictures,Unknown
Around the World in 80 Days,Walt Disney Pictures,United States,English,120.0,110.0,72.2,2004-06-13,5.9,Frank Coraci,Bill Badalato,Around the world in eighty days,Buena Vista Pictures,Los Angeles California
Around the World in 80 Days,Walt Disney Pictures,United States,French,120.0,110.0,72.2,2004-06-13,5.9,Frank Coraci,Bill Badalato,Around the world in eighty days,Buena Vista Pictures,Los Angeles California
Around the World in 80 Days,Walt Disney Pictures,United States,Mandarin Chinese,120.0,110.0,72.2,2004-06-13,5.9,Frank Coraci,Bill Badalato,Around the world in eighty days,Buena Vista Pictures,Los Angeles California
Around the World in 80 Days,Walt Disney Pictures,United States,Hindi,120.0,110.0,72.2,2004-06-13,5.9,Frank Coraci,Bill Badalato,Around the world in eighty days,Buena Vista Pictures,Los Angeles California
Around the World in 80 Days,Walden Media,United States,English,120.0,110.0,72.2,2004-06-13,5.9,Frank Coraci,Bill Badalato,Around the world in eighty days,Buena Vista Pictures,Los Angeles California
Around the World in 80 Days,Walden Media,United States,French,120.0,110.0,72.2,2004-06-13,5.9,Frank Coraci,Bill Badalato,Around the world in eighty days,Buena Vista Pictures,Los Angeles California
Around the World in 80 Days,Walden Media,United States,Mandarin Chinese,120.0,110.0,72.2,2004-06-13,5.9,Frank Coraci,Bill Badalato,Around the world in eighty days,Buena Vista Pictures,Los Angeles California
Around the World in 80 Days,Walden Media,United States,Hindi,120.0,110.0,72.2,2004-06-13,5.9,Frank Coraci,Bill Badalato,Around the world in eighty days,Buena Vista Pictures,Los Angeles California
Around the World in 80 Days,Spanknyce Films,United States,English,120.0,110.0,72.2,2004-06-13,5.9,Frank Coraci,Bill Badalato,Around the world in eighty days,Buena Vista Pictures,Los Angeles California
Around the World in 80 Days,Spanknyce Films,United States,French,120.0,110.0,72.2,2004-06-13,5.9,Frank Coraci,Bill Badalato,Around the world in eighty days,Buena Vista Pictures,Los Angeles California
Around the World in 80 Days,Spanknyce Films,United States,Mandarin Chinese,120.0,110.0,72.2,2004-06-13,5.9,Frank Coraci,Bill Badalato,Around the world in eighty days,Buena Vista Pictures,Los Angeles California
Around the World in 80 Days,Spanknyce Films,United States,Hindi,120.0,110.0,72.2,2004-06-13,5.9,Frank Coraci,Bill Badalato,Around the world in eighty days,Buena Vista Pictures,Los Angeles California
Around the World in 80 Days,Mostow/Lieberman Productions,United States,English,120.0,110.0,72.2,2004-06-13,5.9,Frank Coraci,Bill Badalato,Around the world in eighty days,Buena Vista Pictures,Los Angeles California
Around the World in 80 Days,Mostow/Lieberman Productions,United States,French,120.0,110.0,72.2,2004-06-13,5.9,Frank Coraci,Bill Badalato,Around the world in eighty days,Buena Vista Pictures,Los Angeles California
Around the World in 80 Days,Mostow/Lieberman Productions,United States,Mandarin Chinese,120.0,110.0,72.2,2004-06-13,5.9,Frank Coraci,Bill Badalato,Around the world in eighty days,Buena Vista Pictures,Los Angeles California
Around the World in 80 Days,Mostow/Lieberman Productions,United States,Hindi,120.0,110.0,72.2,2004-06-13,5.9,Frank Coraci,Bill Badalato,Around the world in eighty days,Buena Vista Pictures,Los Angeles California
America's Heart and Soul,Walt Disney Pictures,United States,English,84.0,0.0,0.314402,2004-07-02,6.7,Louis Schwartzberg,Louis Schwartzberg,No based,Buena Vista Pictures,Unknown
America's Heart and Soul,Blacklight Films,United States,English,84.0,0.0,0.314402,2004-07-02,6.7,Louis Schwartzberg,Louis Schwartzberg,No based,Buena Vista Pictures,Unknown
The Princess Diaries 2: Royal Engagement,nan,United States,English,113.0,45.0,134.7,2004-08-11,5.8,Garry Marshall,Whitney Houston,Characters,Buena Vista Pictures,Unknown
The Incredibles,nan,United States,English,115.0,92.0,633.0,2004-10-27,8.0,Brad Bird,John Walker,No based,Buena Vista Pictures Distribution,BFI London Film Festival
National Treasure,Walt Disney Pictures,United States,English,131.0,100.0,347.5,2004-11-19,6.9,Jon Turteltaub,Jerry Bruckheimer,No based,Buena Vista Pictures,Unknown
National Treasure,Jerry Bruckheimer Films,United States,English,131.0,100.0,347.5,2004-11-19,6.9,Jon Turteltaub,Jerry Bruckheimer,No based,Buena Vista Pictures,Unknown
National Treasure,Junction Entertainment,United States,English,131.0,100.0,347.5,2004-11-19,6.9,Jon Turteltaub,Jerry Bruckheimer,No based,Buena Vista Pictures,Unknown
National Treasure,Saturn Films,United States,English,131.0,100.0,347.5,2004-11-19,6.9,Jon Turteltaub,Jerry Bruckheimer,No based,Buena Vista Pictures,Unknown
Aliens of the Deep,Walt Disney Pictures,United States,English,100.0,0.0,9.0,2005-01-28,6.4,James Cameron,James Cameron,No based,Buena Vista Pictures,Unknown
Aliens of the Deep,Walden Media,United States,English,100.0,0.0,9.0,2005-01-28,6.4,James Cameron,James Cameron,No based,Buena Vista Pictures,Unknown
Aliens of the Deep,Earthship Productions,United States,English,100.0,0.0,9.0,2005-01-28,6.4,James Cameron,James Cameron,No based,Buena Vista Pictures,Unknown
Pooh's Heffalump Movie,Walt Disney Pictures,United States,English,68.0,20.0,52.9,2005-02-11,6.4,Frank Nissen,Jessica Koplos-Miller,Characters created,Buena Vista Pictures,Unknown
Pooh's Heffalump Movie,Disneytoon Studios,United States,English,68.0,20.0,52.9,2005-02-11,6.4,Frank Nissen,Jessica Koplos-Miller,Characters created,Buena Vista Pictures,Unknown
The Pacifier,Walt Disney Pictures,United States,English,95.0,56.0,198.6,2005-03-04,5.6,Adam Shankman,Roger Birnbaum,No based,Buena Vista Pictures,Unknown
The Pacifier,Spyglass Entertainment,United States,English,95.0,56.0,198.6,2005-03-04,5.6,Adam Shankman,Roger Birnbaum,No based,Buena Vista Pictures,Unknown
Ice Princess,Walt Disney Pictures,United States,English,97.0,25.0,27.6,2005-03-18,6.0,Tim Fywell,Bridget Johnson,No based,Buena Vista Pictures,Unknown
Ice Princess,Bridget Johnson Films,United States,English,97.0,25.0,27.6,2005-03-18,6.0,Tim Fywell,Bridget Johnson,No based,Buena Vista Pictures,Unknown
Ice Princess,On The Ice Productions,United States,English,97.0,25.0,27.6,2005-03-18,6.0,Tim Fywell,Bridget Johnson,No based,Buena Vista Pictures,Unknown
Herbie: Fully Loaded,Walt Disney Pictures,United States,English,101.0,50.0,144.1,2005-06-22,4.8,Angela Robinson,Robert Simonds,Characters,Buena Vista Pictures,Unknown
Herbie: Fully Loaded,Robert Simonds Productions,United States,English,101.0,50.0,144.1,2005-06-22,4.8,Angela Robinson,Robert Simonds,Characters,Buena Vista Pictures,Unknown
Sky High,Walt Disney Pictures,United States,English,100.0,35.0,86.4,2005-07-29,6.2,Mike Mitchell,Andrew Gunn,No based,Buena Vista Pictures,Unknown
Sky High,Gunn Films,United States,English,100.0,35.0,86.4,2005-07-29,6.2,Mike Mitchell,Andrew Gunn,No based,Buena Vista Pictures,Unknown
Valiant,Vanguard Animation,United Kingdom,English,76.0,35.0,61.7,2005-03-25,5.5,Gary Chapman,John H. Williams,No based,Entertainment Film Distributors (UK),UK
Valiant,Vanguard Animation,United States,English,76.0,35.0,61.7,2005-03-25,5.5,Gary Chapman,John H. Williams,No based,Entertainment Film Distributors (UK),UK
Valiant,Ealing Studios,United Kingdom,English,76.0,35.0,61.7,2005-03-25,5.5,Gary Chapman,John H. Williams,No based,Entertainment Film Distributors (UK),UK
Valiant,Ealing Studios,United States,English,76.0,35.0,61.7,2005-03-25,5.5,Gary Chapman,John H. Williams,No based,Entertainment Film Distributors (UK),UK
Valiant,UK Film Council,United Kingdom,English,76.0,35.0,61.7,2005-03-25,5.5,Gary Chapman,John H. Williams,No based,Entertainment Film Distributors (UK),UK
Valiant,UK Film Council,United States,English,76.0,35.0,61.7,2005-03-25,5.5,Gary Chapman,John H. Williams,No based,Entertainment Film Distributors (UK),UK
Valiant,Take Film Partnerships,United Kingdom,English,76.0,35.0,61.7,2005-03-25,5.5,Gary Chapman,John H. Williams,No based,Entertainment Film Distributors (UK),UK
Valiant,Take Film Partnerships,United States,English,76.0,35.0,61.7,2005-03-25,5.5,Gary Chapman,John H. Williams,No based,Entertainment Film Distributors (UK),UK
Valiant,Odyssey Entertainment,United Kingdom,English,76.0,35.0,61.7,2005-03-25,5.5,Gary Chapman,John H. Williams,No based,Entertainment Film Distributors (UK),UK
Valiant,Odyssey Entertainment,United States,English,76.0,35.0,61.7,2005-03-25,5.5,Gary Chapman,John H. Williams,No based,Entertainment Film Distributors (UK),UK
The Greatest Game Ever Played,Walt Disney Pictures,United States,English,120.0,25.0,15.4,2005-09-30,7.4,Bill Paxton,David Blocker,The greatest game ever played: a true story,Buena Vista Pictures,Unknown
Chicken Little,Walt Disney Pictures,United States,English,81.0,150.0,314.4,2005-10-30,5.7,Mark Dindal,Randy Fullmer,Chicken little,Buena Vista Pictures,El Capitan Theatre
Chicken Little,Walt Disney Feature Animation,United States,English,81.0,150.0,314.4,2005-10-30,5.7,Mark Dindal,Randy Fullmer,Chicken little,Buena Vista Pictures,El Capitan Theatre
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Walt Disney Pictures,United Kingdom,English,143.0,180.0,745.0,2005-12-07,6.9,Andrew Adamson,Mark Johnson,"The lion, the witch and the wardrobe",Buena Vista Pictures,Royal Film Performance
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Walt Disney Pictures,United States,English,143.0,180.0,745.0,2005-12-07,6.9,Andrew Adamson,Mark Johnson,"The lion, the witch and the wardrobe",Buena Vista Pictures,Royal Film Performance
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Walden Media,United Kingdom,English,143.0,180.0,745.0,2005-12-07,6.9,Andrew Adamson,Mark Johnson,"The lion, the witch and the wardrobe",Buena Vista Pictures,Royal Film Performance
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",Walden Media,United States,English,143.0,180.0,745.0,2005-12-07,6.9,Andrew Adamson,Mark Johnson,"The lion, the witch and the wardrobe",Buena Vista Pictures,Royal Film Performance
Glory Road's,Walt Disney Pictures,United States,English,106.0,30.0,42.9,2006-01-13,6.7,James Gartner,Jerry Bruckheimer,Glory road,Buena Vista Pictures,Unknown
Glory Road's,Jerry Bruckheimer Films,United States,English,106.0,30.0,42.9,2006-01-13,6.7,James Gartner,Jerry Bruckheimer,Glory road,Buena Vista Pictures,Unknown
Glory Road's,Texas Western Productions,United States,English,106.0,30.0,42.9,2006-01-13,6.7,James Gartner,Jerry Bruckheimer,Glory road,Buena Vista Pictures,Unknown
Glory Road's,Glory Road Productions,United States,English,106.0,30.0,42.9,2006-01-13,6.7,James Gartner,Jerry Bruckheimer,Glory road,Buena Vista Pictures,Unknown
Roving Mars,Walt Disney Pictures,United States,English,40.0,1.0,11.0,2006-01-27,7.2,George Butler,George Butler,No based,Buena Vista Pictures,Unknown
Roving Mars,White Mountain Films,United States,English,40.0,1.0,11.0,2006-01-27,7.2,George Butler,George Butler,No based,Buena Vista Pictures,Unknown
Roving Mars,The Kennedy/Marshall Company,United States,English,40.0,1.0,11.0,2006-01-27,7.2,George Butler,George Butler,No based,Buena Vista Pictures,Unknown
Eight Below,Walt Disney Pictures,United States,English,120.0,40.0,120.5,2006-02-17,7.3,Frank Marshall,Patrick Crowley,Toshirô ishidô koreyoshi kurahara tatsuo nogami susumu saji,Buena Vista Pictures,United States
Eight Below,Spyglass Entertainment,United States,English,120.0,40.0,120.5,2006-02-17,7.3,Frank Marshall,Patrick Crowley,Toshirô ishidô koreyoshi kurahara tatsuo nogami susumu saji,Buena Vista Pictures,United States
Eight Below,Mandeville Films,United States,English,120.0,40.0,120.5,2006-02-17,7.3,Frank Marshall,Patrick Crowley,Toshirô ishidô koreyoshi kurahara tatsuo nogami susumu saji,Buena Vista Pictures,United States
Eight Below,The Kennedy/Marshall Company,United States,English,120.0,40.0,120.5,2006-02-17,7.3,Frank Marshall,Patrick Crowley,Toshirô ishidô koreyoshi kurahara tatsuo nogami susumu saji,Buena Vista Pictures,United States
The Shaggy Dog,Walt Disney Pictures,United States,English,99.0,50.0,87.1,2006-03-10,4.4,Brian Robbins,David Hoberman,No based,Buena Vista Pictures,Unknown
The Shaggy Dog,Mandeville Films,United States,English,99.0,50.0,87.1,2006-03-10,4.4,Brian Robbins,David Hoberman,No based,Buena Vista Pictures,Unknown
The Shaggy Dog,Boxing Cat Films,United States,English,99.0,50.0,87.1,2006-03-10,4.4,Brian Robbins,David Hoberman,No based,Buena Vista Pictures,Unknown
The Wild,Walt Disney Pictures,United States,English,82.0,80.0,102.3,2006-04-14,5.3,Steve Spaz Williams,Clint Goldman,No based,Buena Vista Pictures,Unknown
The Wild,Walt Disney Pictures,Canada,English,82.0,80.0,102.3,2006-04-14,5.3,Steve Spaz Williams,Clint Goldman,No based,Buena Vista Pictures,Unknown
The Wild,Hoytyboy Pictures,United States,English,82.0,80.0,102.3,2006-04-14,5.3,Steve Spaz Williams,Clint Goldman,No based,Buena Vista Pictures,Unknown
The Wild,Hoytyboy Pictures,Canada,English,82.0,80.0,102.3,2006-04-14,5.3,Steve Spaz Williams,Clint Goldman,No based,Buena Vista Pictures,Unknown
The Wild,Sir Zip Productions,United States,English,82.0,80.0,102.3,2006-04-14,5.3,Steve Spaz Williams,Clint Goldman,No based,Buena Vista Pictures,Unknown
The Wild,Sir Zip Productions,Canada,English,82.0,80.0,102.3,2006-04-14,5.3,Steve Spaz Williams,Clint Goldman,No based,Buena Vista Pictures,Unknown
The Wild,Contrafilm,United States,English,82.0,80.0,102.3,2006-04-14,5.3,Steve Spaz Williams,Clint Goldman,No based,Buena Vista Pictures,Unknown
The Wild,Contrafilm,Canada,English,82.0,80.0,102.3,2006-04-14,5.3,Steve Spaz Williams,Clint Goldman,No based,Buena Vista Pictures,Unknown
The Wild,C.O.R.E. Feature Animation,United States,English,82.0,80.0,102.3,2006-04-14,5.3,Steve Spaz Williams,Clint Goldman,No based,Buena Vista Pictures,Unknown
The Wild,C.O.R.E. Feature Animation,Canada,English,82.0,80.0,102.3,2006-04-14,5.3,Steve Spaz Williams,Clint Goldman,No based,Buena Vista Pictures,Unknown
Cars,Walt Disney Pictures,United States,English,117.0,120.0,462.0,2006-05-26,7.1,John Lasseter,Darla K. Anderson,No based,Buena Vista Pictures Distribution,Lowe's Motor Speedway
Cars,Pixar Animation Studios,United States,English,117.0,120.0,462.0,2006-05-26,7.1,John Lasseter,Darla K. Anderson,No based,Buena Vista Pictures Distribution,Lowe's Motor Speedway
Pirates of the Caribbean: Dead Man's Chest,nan,United States,English,151.0,225.0,1066.0,2006-06-24,7.3,Gore Verbinski,Jerry Bruckheimer,Characters,Buena Vista Pictures,Disneyland Resort
Invincible,Walt Disney Pictures,United States,English,104.0,30.0,58.5,2006-08-25,7.1,Ericson Core,Gordon Gray,No based,Buena Vista Pictures,Unknown
The Nightmare Before Christmas,Touchstone Pictures,United States,English,76.0,18.0,89.1,1993-10-29,8.0,Henry Selick,Tim Burton,Characters,Buena Vista Pictures Distribution,Unknown
The Nightmare Before Christmas,Skellington Productions,United States,English,76.0,18.0,89.1,1993-10-29,8.0,Henry Selick,Tim Burton,Characters,Buena Vista Pictures Distribution,Unknown
The Santa Clause 3: The Escape Clause,Walt Disney Pictures,United States,English,92.0,12.0,110.8,2006-11-03,4.7,Michael Lembeck,Robert Newmyer,Characters created,Buena Vista Pictures,Unknown
The Santa Clause 3: The Escape Clause,Outlaw Productions,United States,English,92.0,12.0,110.8,2006-11-03,4.7,Michael Lembeck,Robert Newmyer,Characters created,Buena Vista Pictures,Unknown
The Santa Clause 3: The Escape Clause,Boxing Cat Films,United States,English,92.0,12.0,110.8,2006-11-03,4.7,Michael Lembeck,Robert Newmyer,Characters created,Buena Vista Pictures,Unknown
Bridge to Terabithia,nan,United States,English,95.0,20.0,138.0,2007-02-16,7.1,Gábor Csupó,David L. Paterson,Bridge to terabithia,Buena Vista Pictures Distribution,Unknown
Meet the Robinsons,Walt Disney Pictures,United States,English,94.0,0.0,169.3,2007-03-23,6.8,Stephen Anderson,Dorothy McKim,A day with wilbur robinson,Buena Vista Pictures Distribution,US
Meet the Robinsons,Walt Disney Animation Studios,United States,English,94.0,0.0,169.3,2007-03-23,6.8,Stephen Anderson,Dorothy McKim,A day with wilbur robinson,Buena Vista Pictures Distribution,US
Pirates of the Caribbean: At World's End,nan,United States,English,168.0,300.0,961.0,2007-05-19,7.1,Gore Verbinski,Jerry Bruckheimer,Characters,Buena Vista Pictures,Disneyland Resort
Ratatouille,Walt Disney Pictures,United States,English,111.0,150.0,620.7,2007-06-22,8.0,Brad Bird,Brad Lewis,No based,Buena Vista Pictures Distribution,Kodak Theatre
Ratatouille,Pixar Animation Studios,United States,English,111.0,150.0,620.7,2007-06-22,8.0,Brad Bird,Brad Lewis,No based,Buena Vista Pictures Distribution,Kodak Theatre
Underdog,nan,United States,English,82.0,25.0,65.3,2007-08-03,4.7,Frederik Du Chau,Gary Barber,W. watts biggers,Buena Vista Pictures Distribution,Unknown
The Pixar Story,Leslie Iwerks Productions,nan,English,87.0,0.0,0.0,2007-08-28,7.8,Leslie Iwerks,Leslie Iwerks,No based,Walt Disney Studios,Unknown
The Game Plan,Walt Disney Pictures,United States,English,110.0,22.0,146.6,2007-09-23,6.1,Andy Fickman,Mark Ciardi,No based,Buena Vista Pictures,Hollywood
The Game Plan,Mayhem Pictures,United States,English,110.0,22.0,146.6,2007-09-23,6.1,Andy Fickman,Mark Ciardi,No based,Buena Vista Pictures,Hollywood
Enchanted,nan,United States,English,107.0,85.0,340.5,2007-10-20,7.0,Kevin Lima,Barry Josephson,No based,Walt Disney Studios,London
National Treasure: Book of Secrets,Walt Disney Pictures,United States,English,124.0,130.0,459.2,2007-12-21,6.5,Jon Turteltaub,Jerry Bruckheimer,Characters,Walt Disney Studios Motion Pictures,Unknown
National Treasure: Book of Secrets,Jerry Bruckheimer Films,United States,English,124.0,130.0,459.2,2007-12-21,6.5,Jon Turteltaub,Jerry Bruckheimer,Characters,Walt Disney Studios Motion Pictures,Unknown
National Treasure: Book of Secrets,Junction Entertainment,United States,English,124.0,130.0,459.2,2007-12-21,6.5,Jon Turteltaub,Jerry Bruckheimer,Characters,Walt Disney Studios Motion Pictures,Unknown
National Treasure: Book of Secrets,Saturn Films,United States,English,124.0,130.0,459.2,2007-12-21,6.5,Jon Turteltaub,Jerry Bruckheimer,Characters,Walt Disney Studios Motion Pictures,Unknown
Hannah Montana and Miley Cyrus: Best of Both Worlds Concert,Walt Disney Pictures,United States,English,74.0,7.0,70.6,2008-02-01,2.4,Bruce Hendricks,Art Repola,No based,Walt Disney Studios,Unknown
Hannah Montana and Miley Cyrus: Best of Both Worlds Concert,PACE,United States,English,74.0,7.0,70.6,2008-02-01,2.4,Bruce Hendricks,Art Repola,No based,Walt Disney Studios,Unknown
Hannah Montana and Miley Cyrus: Best of Both Worlds Concert,Disney Channel Original Productions,United States,English,74.0,7.0,70.6,2008-02-01,2.4,Bruce Hendricks,Art Repola,No based,Walt Disney Studios,Unknown
College Road Trip,Walt Disney Pictures,United States,English,83.0,25.0,51.5,2008-03-07,4.3,Roger Kumble,Andrew Gunn,No based,Walt Disney Studios,Unknown
College Road Trip,Gunn Films,United States,English,83.0,25.0,51.5,2008-03-07,4.3,Roger Kumble,Andrew Gunn,No based,Walt Disney Studios,Unknown
College Road Trip,Head Gear Films,United States,English,83.0,25.0,51.5,2008-03-07,4.3,Roger Kumble,Andrew Gunn,No based,Walt Disney Studios,Unknown
The Chronicles of Narnia: Prince Caspian,Walt Disney Pictures,United Kingdom,English,150.0,225.0,419.7,2008-05-07,6.5,Andrew Adamson,Mark Johnson,Prince caspian,Walt Disney Studios Motion Pictures,New York City
The Chronicles of Narnia: Prince Caspian,Walt Disney Pictures,United States,English,150.0,225.0,419.7,2008-05-07,6.5,Andrew Adamson,Mark Johnson,Prince caspian,Walt Disney Studios Motion Pictures,New York City
The Chronicles of Narnia: Prince Caspian,Walden Media,United Kingdom,English,150.0,225.0,419.7,2008-05-07,6.5,Andrew Adamson,Mark Johnson,Prince caspian,Walt Disney Studios Motion Pictures,New York City
The Chronicles of Narnia: Prince Caspian,Walden Media,United States,English,150.0,225.0,419.7,2008-05-07,6.5,Andrew Adamson,Mark Johnson,Prince caspian,Walt Disney Studios Motion Pictures,New York City
WALL-E,Walt Disney Pictures,United States,nan,97.0,180.0,533.3,2008-06-23,8.4,Andrew Stanton,Jim Morris,No based,Walt Disney Studios Motion Pictures,Los Angeles
WALL-E,Pixar Animation Studios,United States,nan,97.0,180.0,533.3,2008-06-23,8.4,Andrew Stanton,Jim Morris,No based,Walt Disney Studios Motion Pictures,Los Angeles
Beverly Hills Chihuahua,Walt Disney Pictures,United States,English,91.0,20.0,149.3,2008-09-26,3.8,Raja Gosnell,David Hoberman,No based,Walt Disney Studios,United States
Beverly Hills Chihuahua,Mandeville Films,United States,English,91.0,20.0,149.3,2008-09-26,3.8,Raja Gosnell,David Hoberman,No based,Walt Disney Studios,United States
Morning Light,Walt Disney Pictures,United States,English,100.0,0.0,0.275776,2008-10-17,5.8,Mark Monroe,Roy E. Disney,No based,Walt Disney Studios,Unknown
High School Musical 3: Senior Year,Walt Disney Pictures,United States,English,111.0,11.0,252.9,2008-10-17,6.7,Kenny Ortega,Bill Borden,No based,Walt Disney Studios Motion Pictures,London
High School Musical 3: Senior Year,Borden and Rosenbush Entertainment,United States,English,111.0,11.0,252.9,2008-10-17,6.7,Kenny Ortega,Bill Borden,No based,Walt Disney Studios Motion Pictures,London
Bolt,Walt Disney Pictures,United States,English,96.0,150.0,310.0,2008-11-21,6.8,Chris Williams,Clark Spencer,No based,Walt Disney Studios,Unknown
Bolt,Walt Disney Animation Studios,United States,English,96.0,150.0,310.0,2008-11-21,6.8,Chris Williams,Clark Spencer,No based,Walt Disney Studios,Unknown
Bedtime Stories,Walt Disney Pictures,United States,English,99.0,80.0,212.9,2008-12-25,6.0,Adam Shankman,Adam Sandler,No based,Walt Disney Studios,Unknown
Bedtime Stories,Happy Madison Productions,United States,English,99.0,80.0,212.9,2008-12-25,6.0,Adam Shankman,Adam Sandler,No based,Walt Disney Studios,Unknown
Bedtime Stories,Gunn Films,United States,English,99.0,80.0,212.9,2008-12-25,6.0,Adam Shankman,Adam Sandler,No based,Walt Disney Studios,Unknown
Bedtime Stories,Offspring Entertainment,United States,English,99.0,80.0,212.9,2008-12-25,6.0,Adam Shankman,Adam Sandler,No based,Walt Disney Studios,Unknown
Bedtime Stories,Conman & Izzy Productions,United States,English,99.0,80.0,212.9,2008-12-25,6.0,Adam Shankman,Adam Sandler,No based,Walt Disney Studios,Unknown
Jonas Brothers: The 3D Concert Experience,Walt Disney Pictures,United States,English,76.0,0.0,23.1,2009-02-27,1.5,Bruce Hendricks,Kevin Jonas Sr.,No based,Walt Disney Studios,Unknown
Jonas Brothers: The 3D Concert Experience,Jonas Films,United States,English,76.0,0.0,23.1,2009-02-27,1.5,Bruce Hendricks,Kevin Jonas Sr.,No based,Walt Disney Studios,Unknown
Race to Witch Mountain,Walt Disney Pictures,United States,English,98.0,50.0,106.4,2009-03-11,5.7,Andy Fickman,Andrew Gunn,Escape to witch mountain,Walt Disney Studios,Egypt
Race to Witch Mountain,Gunn Films,United States,English,98.0,50.0,106.4,2009-03-11,5.7,Andy Fickman,Andrew Gunn,Escape to witch mountain,Walt Disney Studios,Egypt
Hannah Montana: The Movie,Walt Disney Pictures,United States,English,97.0,30.0,0.0001692,2009-04-10,4.5,Peter Chelsom,David Blocker,Hannah montana,Walt Disney Studios Motion Pictures,Unknown
Hannah Montana: The Movie,"""Its a Laugh Productions""",United States,English,97.0,30.0,0.0001692,2009-04-10,4.5,Peter Chelsom,David Blocker,Hannah montana,Walt Disney Studios Motion Pictures,Unknown
Hannah Montana: The Movie,Millar Gough Ink,United States,English,97.0,30.0,0.0001692,2009-04-10,4.5,Peter Chelsom,David Blocker,Hannah montana,Walt Disney Studios Motion Pictures,Unknown
Earth,BBC Worldwide,France,English,99.0,47.0,109.0,2007-10-10,8.0,Alastair Fothergill,Alix Tidmarsh,No based,Gaumount (France),France
Earth,BBC Worldwide,United Kingdom,English,99.0,47.0,109.0,2007-10-10,8.0,Alastair Fothergill,Alix Tidmarsh,No based,Gaumount (France),France
Earth,BBC Worldwide,Germany,English,99.0,47.0,109.0,2007-10-10,8.0,Alastair Fothergill,Alix Tidmarsh,No based,Gaumount (France),France
Earth,BBC Worldwide,United States,English,99.0,47.0,109.0,2007-10-10,8.0,Alastair Fothergill,Alix Tidmarsh,No based,Gaumount (France),France
Earth,Greenlight Media,France,English,99.0,47.0,109.0,2007-10-10,8.0,Alastair Fothergill,Alix Tidmarsh,No based,Gaumount (France),France
Earth,Greenlight Media,United Kingdom,English,99.0,47.0,109.0,2007-10-10,8.0,Alastair Fothergill,Alix Tidmarsh,No based,Gaumount (France),France
Earth,Greenlight Media,Germany,English,99.0,47.0,109.0,2007-10-10,8.0,Alastair Fothergill,Alix Tidmarsh,No based,Gaumount (France),France
Earth,Greenlight Media,United States,English,99.0,47.0,109.0,2007-10-10,8.0,Alastair Fothergill,Alix Tidmarsh,No based,Gaumount (France),France
Earth,Discovery Channel,France,English,99.0,47.0,109.0,2007-10-10,8.0,Alastair Fothergill,Alix Tidmarsh,No based,Gaumount (France),France
Earth,Discovery Channel,United Kingdom,English,99.0,47.0,109.0,2007-10-10,8.0,Alastair Fothergill,Alix Tidmarsh,No based,Gaumount (France),France
Earth,Discovery Channel,Germany,English,99.0,47.0,109.0,2007-10-10,8.0,Alastair Fothergill,Alix Tidmarsh,No based,Gaumount (France),France
Earth,Discovery Channel,United States,English,99.0,47.0,109.0,2007-10-10,8.0,Alastair Fothergill,Alix Tidmarsh,No based,Gaumount (France),France
Earth,BBC Natural History Unit,France,English,99.0,47.0,109.0,2007-10-10,8.0,Alastair Fothergill,Alix Tidmarsh,No based,Gaumount (France),France
Earth,BBC Natural History Unit,United Kingdom,English,99.0,47.0,109.0,2007-10-10,8.0,Alastair Fothergill,Alix Tidmarsh,No based,Gaumount (France),France
Earth,BBC Natural History Unit,Germany,English,99.0,47.0,109.0,2007-10-10,8.0,Alastair Fothergill,Alix Tidmarsh,No based,Gaumount (France),France
Earth,BBC Natural History Unit,United States,English,99.0,47.0,109.0,2007-10-10,8.0,Alastair Fothergill,Alix Tidmarsh,No based,Gaumount (France),France
Up,Walt Disney Pictures,United States,English,96.0,175.0,735.1,2009-05-29,8.2,Pete Docter,Jonas Rivera,No based,Walt Disney Studios,Unknown
Up,Pixar Animation Studios,United States,English,96.0,175.0,735.1,2009-05-29,8.2,Pete Docter,Jonas Rivera,No based,Walt Disney Studios,Unknown
